regno,acadyear,semester,studyyear,progid,item_code,item,amount,session,regstatus,status
MRU2023000322,2023/2024,1,1,BCOM,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000322,2023/2024,1,1,BCOM,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000324,2023/2024,1,1,BTHM,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000324,2023/2024,1,1,BTHM,52,Functional,1033700,DAY,UNREGISTERED,PLANNED
MRU2023000324,2023/2024,2,1,BTHM,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000324,2023/2024,2,1,BTHM,52,Functional,943700,DAY,UNREGISTERED,PLANNED
MRU2023000330,2023/2024,1,1,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000330,2023/2024,1,1,SWSA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000330,2023/2024,2,1,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000330,2023/2024,2,1,SWSA,52,Functional,877000,DAY,UNREGISTERED,PLANNED
MRU2023000335,2023/2024,1,1,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000335,2023/2024,1,1,SWSA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000335,2023/2024,2,1,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000335,2023/2024,2,1,SWSA,52,Functional,877000,DAY,UNREGISTERED,PLANNED
MRU2023000336,2023/2024,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000336,2023/2024,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000336,2023/2024,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000336,2023/2024,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000337,2023/2024,1,1,BECD,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000337,2023/2024,1,1,BECD,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000337,2023/2024,2,1,BECD,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000337,2023/2024,2,1,BECD,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000340,2023/2024,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000340,2023/2024,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000340,2023/2024,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000340,2023/2024,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000342,2023/2024,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000342,2023/2024,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000342,2023/2024,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000342,2023/2024,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000344,2023/2024,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000344,2023/2024,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000344,2023/2024,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000344,2023/2024,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000349,2023/2024,1,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000349,2023/2024,1,1,BIT,52,Functional,867000,DAY,UNREGISTERED,PLANNED
MRU2023000349,2023/2024,2,1,BIT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000356,2023/2024,1,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2023000356,2023/2024,1,1,BEICT,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000356,2023/2024,2,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2023000356,2023/2024,2,1,BEICT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000364,2023/2024,1,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000364,2023/2024,1,1,BIT,52,Functional,867000,DAY,UNREGISTERED,PLANNED
MRU2023000364,2023/2024,2,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000364,2023/2024,2,1,BIT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000365,2023/2024,1,1,BSAF,1,Tuition,630000,WEEKEND,UNREGISTERED,PLANNED
MRU2023000365,2023/2024,1,1,BSAF,52,Functional,767000,WEEKEND,UNREGISTERED,PLANNED
MRU2023000365,2023/2024,2,1,BSAF,1,Tuition,630000,WEEKEND,REGISTERED,PLANNED
MRU2023000365,2023/2024,2,1,BSAF,52,Functional,677000,WEEKEND,REGISTERED,PLANNED
MRU2023000365,2024/2025,1,2,BSAF,1,Tuition,630000,WEEKEND,UNREGISTERED,PLANNED
MRU2023000365,2024/2025,1,2,BSAF,52,Functional,687000,WEEKEND,UNREGISTERED,PLANNED
MRU2023000368,2023/2024,1,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000368,2023/2024,1,1,BIT,52,Functional,867000,DAY,UNREGISTERED,PLANNED
MRU2023000368,2023/2024,2,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000368,2023/2024,2,1,BIT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000370,2023/2024,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000370,2023/2024,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000370,2023/2024,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000370,2023/2024,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000371,2023/2024,1,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2023000371,2023/2024,1,1,BEICT,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000371,2023/2024,2,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2023000371,2023/2024,2,1,BEICT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000372,2023/2024,1,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000372,2023/2024,1,1,BSAF,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000372,2023/2024,2,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000372,2023/2024,2,1,BSAF,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000373,2023/2024,1,1,BMC,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000373,2023/2024,1,1,BMC,52,Functional,887000,DAY,UNREGISTERED,PLANNED
MRU2023000373,2023/2024,2,1,BMC,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000373,2023/2024,2,1,BMC,52,Functional,797000,DAY,UNREGISTERED,PLANNED
MRU2023000375,2023/2024,1,1,DTHM,1,Tuition,530000,DAY,UNREGISTERED,PLANNED
MRU2023000375,2023/2024,1,1,DTHM,52,Functional,1033700,DAY,UNREGISTERED,PLANNED
MRU2023000375,2023/2024,2,1,DTHM,1,Tuition,530000,DAY,UNREGISTERED,PLANNED
MRU2023000375,2023/2024,2,1,DTHM,52,Functional,943700,DAY,UNREGISTERED,PLANNED
MRU2023000376,2023/2024,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000376,2023/2024,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000376,2023/2024,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000376,2023/2024,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000386,2023/2024,1,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000386,2023/2024,1,1,BIT,52,Functional,867000,DAY,UNREGISTERED,PLANNED
MRU2023000386,2023/2024,2,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000386,2023/2024,2,1,BIT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000389,2023/2024,1,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2023000389,2023/2024,1,1,BEICT,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000393,2023/2024,1,1,BIFA,1,Tuition,730000,DAY,UNREGISTERED,PLANNED
MRU2023000393,2023/2024,1,1,BIFA,52,Functional,985250,DAY,UNREGISTERED,PLANNED
MRU2023000393,2023/2024,2,1,BIFA,1,Tuition,730000,DAY,UNREGISTERED,PLANNED
MRU2023000393,2023/2024,2,1,BIFA,52,Functional,895250,DAY,UNREGISTERED,PLANNED
MRU2023000396,2023/2024,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000396,2023/2024,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000396,2023/2024,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000396,2023/2024,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000398,2023/2024,1,1,DBA,1,Tuition,430000,DAY,UNREGISTERED,PLANNED
MRU2023000398,2023/2024,1,1,DBA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000398,2023/2024,2,1,DBA,1,Tuition,430000,DAY,UNREGISTERED,PLANNED
MRU2023000398,2023/2024,2,1,DBA,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000399,2023/2024,1,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2023000399,2023/2024,1,1,BEICT,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000399,2024/2025,1,2,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2023000399,2024/2025,1,2,BEICT,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2023000402,2023/2024,2,1,DAF,1,Tuition,430000,DAY,REGISTERED,PLANNED
MRU2023000402,2023/2024,2,1,DAF,52,Functional,677000,DAY,REGISTERED,PLANNED
MRU2023000404,2023/2024,2,1,BTHM,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000404,2023/2024,2,1,BTHM,52,Functional,943700,DAY,UNREGISTERED,PLANNED
MRU2023000406,2023/2024,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000406,2023/2024,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000406,2023/2024,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000406,2023/2024,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000409,2023/2024,1,1,DIT,1,Tuition,430000,DAY,REGISTERED,PLANNED
MRU2023000409,2023/2024,1,1,DIT,52,Functional,917000,DAY,REGISTERED,PLANNED
MRU2023000410,2023/2024,1,1,BTHM,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000410,2023/2024,1,1,BTHM,52,Functional,1033700,DAY,UNREGISTERED,PLANNED
MRU2023000412,2023/2024,1,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000412,2023/2024,1,1,BBA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000413,2023/2024,1,1,DIT,1,Tuition,430000,DAY,REGISTERED,PLANNED
MRU2023000413,2023/2024,1,1,DIT,52,Functional,917000,DAY,REGISTERED,PLANNED
MRU2023000414,2023/2024,1,1,BBA,1,Tuition,630000,WEEKEND,UNREGISTERED,PLANNED
MRU2023000414,2023/2024,1,1,BBA,52,Functional,767000,WEEKEND,UNREGISTERED,PLANNED
MRU2023000414,2023/2024,2,1,BBA,1,Tuition,630000,WEEKEND,UNREGISTERED,PLANNED
MRU2023000414,2023/2024,2,1,BBA,52,Functional,677000,WEEKEND,UNREGISTERED,PLANNED
MRU2023000415,2023/2024,1,1,DTHM,1,Tuition,530000,DAY,UNREGISTERED,PLANNED
MRU2023000415,2023/2024,1,1,DTHM,52,Functional,1033700,DAY,UNREGISTERED,PLANNED
MRU2023000415,2023/2024,2,1,DTHM,1,Tuition,530000,DAY,REGISTERED,PLANNED
MRU2023000415,2023/2024,2,1,DTHM,52,Functional,943700,DAY,REGISTERED,PLANNED
MRU2023000417,2023/2024,1,2,BPLM,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000417,2023/2024,1,2,BPLM,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2023000417,2024/2025,2,3,BPLM,1,Tuition,630000,DAY,CLEARED,PLANNED
MRU2023000417,2024/2025,2,3,BPLM,52,Functional,933000,DAY,CLEARED,PLANNED
MRU2023000421,2023/2024,1,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000421,2023/2024,1,1,BBA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000421,2023/2024,2,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000421,2023/2024,2,1,BBA,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000422,2023/2024,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000422,2023/2024,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000422,2023/2024,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000422,2023/2024,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000423,2023/2024,1,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000423,2023/2024,1,1,BSAF,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000423,2023/2024,2,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000423,2023/2024,2,1,BSAF,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000429,2023/2024,1,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000429,2023/2024,1,1,BBA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000429,2023/2024,2,1,BBA,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000431,2023/2024,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000431,2023/2024,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000431,2023/2024,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000431,2023/2024,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000432,2023/2024,1,1,DFD,1,Tuition,530000,DAY,UNREGISTERED,PLANNED
MRU2023000432,2023/2024,1,1,DFD,52,Functional,985250,DAY,UNREGISTERED,PLANNED
MRU2023000432,2023/2024,2,1,DFD,1,Tuition,530000,DAY,UNREGISTERED,PLANNED
MRU2023000432,2023/2024,2,1,DFD,52,Functional,895250,DAY,UNREGISTERED,PLANNED
MRU2023000433,2023/2024,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000433,2023/2024,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000433,2023/2024,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000433,2023/2024,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000438,2023/2024,1,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000438,2023/2024,1,1,BBA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000443,2023/2024,1,1,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000443,2023/2024,1,1,SWSA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000443,2023/2024,2,1,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000443,2023/2024,2,1,SWSA,52,Functional,877000,DAY,UNREGISTERED,PLANNED
MRU2023000443,2024/2025,1,2,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000443,2024/2025,1,2,SWSA,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2023000444,2023/2024,1,1,BTHM,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000444,2023/2024,1,1,BTHM,52,Functional,1033700,DAY,UNREGISTERED,PLANNED
MRU2023000444,2023/2024,2,1,BTHM,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000444,2023/2024,2,1,BTHM,52,Functional,943700,DAY,UNREGISTERED,PLANNED
MRU2023000445,2023/2024,1,1,BIT,52,Functional,867000,DAY,REGISTERED,PLANNED
MRU2023000445,2023/2024,2,1,BIT,52,Functional,677000,DAY,REGISTERED,PLANNED
MRU2023000447,2023/2024,1,1,DEE,1,Tuition,530000,DAY,UNREGISTERED,PLANNED
MRU2023000447,2023/2024,1,1,DEE,52,Functional,1058500,DAY,UNREGISTERED,PLANNED
MRU2023000448,2023/2024,1,1,BTHM,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000448,2023/2024,1,1,BTHM,52,Functional,1033700,DAY,UNREGISTERED,PLANNED
MRU2023000448,2023/2024,2,1,BTHM,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000448,2023/2024,2,1,BTHM,52,Functional,943700,DAY,UNREGISTERED,PLANNED
MRU2023000451,2023/2024,1,1,BTHM,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000451,2023/2024,1,1,BTHM,52,Functional,1033700,DAY,UNREGISTERED,PLANNED
MRU2023000451,2023/2024,2,1,BTHM,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000451,2023/2024,2,1,BTHM,52,Functional,943700,DAY,UNREGISTERED,PLANNED
MRU2023000452,2023/2024,1,1,BMC,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000452,2023/2024,1,1,BMC,52,Functional,887000,DAY,UNREGISTERED,PLANNED
MRU2023000452,2023/2024,2,1,BMC,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000452,2023/2024,2,1,BMC,52,Functional,797000,DAY,UNREGISTERED,PLANNED
MRU2023000454,2023/2024,1,1,BSAF,1,Tuition,630000,DAY,REGISTERED,PLANNED
MRU2023000454,2023/2024,1,1,BSAF,52,Functional,767000,DAY,REGISTERED,PLANNED
MRU2023000455,2023/2024,1,1,BTHM,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000455,2023/2024,1,1,BTHM,52,Functional,1033700,DAY,UNREGISTERED,PLANNED
MRU2023000455,2023/2024,2,1,BTHM,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000455,2023/2024,2,1,BTHM,52,Functional,943700,DAY,UNREGISTERED,PLANNED
MRU2023000457,2023/2024,1,1,BECD,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000457,2023/2024,1,1,BECD,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000457,2023/2024,2,1,BECD,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000457,2023/2024,2,1,BECD,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000458,2023/2024,1,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000458,2023/2024,1,1,BBA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000458,2023/2024,2,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000458,2023/2024,2,1,BBA,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000460,2023/2024,1,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000460,2023/2024,1,1,BSAF,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000460,2023/2024,2,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000460,2023/2024,2,1,BSAF,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000462,2023/2024,1,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000462,2023/2024,1,1,BIT,52,Functional,867000,DAY,UNREGISTERED,PLANNED
MRU2023000463,2023/2024,1,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000463,2023/2024,1,1,BBA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000464,2023/2024,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000464,2023/2024,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000464,2023/2024,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000464,2023/2024,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000467,2023/2024,1,1,BMC,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000467,2023/2024,1,1,BMC,52,Functional,887000,DAY,UNREGISTERED,PLANNED
MRU2023000467,2023/2024,2,1,BMC,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000467,2023/2024,2,1,BMC,52,Functional,797000,DAY,UNREGISTERED,PLANNED
MRU2023000471,2023/2024,1,1,BPA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000471,2023/2024,1,1,BPA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000471,2023/2024,2,1,BPA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000471,2023/2024,2,1,BPA,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000475,2023/2024,1,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000475,2023/2024,1,1,BIT,52,Functional,867000,DAY,UNREGISTERED,PLANNED
MRU2023000475,2023/2024,2,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000475,2023/2024,2,1,BIT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000480,2023/2024,1,1,DHRM,1,Tuition,430000,DAY,UNREGISTERED,PLANNED
MRU2023000480,2023/2024,1,1,DHRM,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000480,2023/2024,2,1,DHRM,1,Tuition,430000,DAY,UNREGISTERED,PLANNED
MRU2023000480,2023/2024,2,1,DHRM,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000484,2023/2024,1,1,DTHM,1,Tuition,530000,DAY,UNREGISTERED,PLANNED
MRU2023000484,2023/2024,1,1,DTHM,52,Functional,1033700,DAY,UNREGISTERED,PLANNED
MRU2023000484,2023/2024,2,1,DTHM,1,Tuition,530000,DAY,UNREGISTERED,PLANNED
MRU2023000484,2023/2024,2,1,DTHM,52,Functional,943700,DAY,UNREGISTERED,PLANNED
MRU2023000488,2023/2024,1,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000488,2023/2024,1,1,BSAF,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000488,2023/2024,2,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000488,2023/2024,2,1,BSAF,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000490,2023/2024,1,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2023000490,2023/2024,1,1,BEICT,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000490,2023/2024,2,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2023000490,2023/2024,2,1,BEICT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000491,2023/2024,1,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2023000491,2023/2024,1,1,BIT,52,Functional,867000,DAY,UNREGISTERED,PLANNED
MRU2023000491,2023/2024,2,1,BIT,1,Tuition,780000,DAY,REGISTERED,PLANNED
MRU2023000491,2023/2024,2,1,BIT,52,Functional,677000,DAY,REGISTERED,PLANNED
MRU2023000496,2023/2024,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000496,2023/2024,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000496,2023/2024,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000496,2023/2024,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000500,2023/2024,1,1,BSAF,1,Tuition,630000,DAY,REGISTERED,PLANNED
MRU2023000500,2023/2024,1,1,BSAF,52,Functional,767000,DAY,REGISTERED,PLANNED
MRU2023000500,2023/2024,2,1,BSAF,1,Tuition,630000,DAY,REGISTERED,PLANNED
MRU2023000500,2023/2024,2,1,BSAF,52,Functional,677000,DAY,REGISTERED,PLANNED
MRU2023000503,2023/2024,1,1,DAF,1,Tuition,430000,DAY,UNREGISTERED,PLANNED
MRU2023000503,2023/2024,1,1,DAF,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000505,2023/2024,1,1,BIT,1,Tuition,780000,WEEKEND,UNREGISTERED,PLANNED
MRU2023000505,2023/2024,1,1,BIT,52,Functional,867000,WEEKEND,UNREGISTERED,PLANNED
MRU2023000505,2023/2024,2,1,BIT,1,Tuition,780000,WEEKEND,UNREGISTERED,PLANNED
MRU2023000505,2023/2024,2,1,BIT,52,Functional,677000,WEEKEND,UNREGISTERED,PLANNED
MRU2023000509,2023/2024,1,1,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000509,2023/2024,1,1,SWSA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000512,2023/2024,1,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2023000512,2023/2024,1,1,BEICT,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000512,2023/2024,2,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2023000512,2023/2024,2,1,BEICT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2023000513,2023/2024,1,1,BIFA,1,Tuition,730000,DAY,UNREGISTERED,PLANNED
MRU2023000513,2023/2024,1,1,BIFA,52,Functional,985250,DAY,UNREGISTERED,PLANNED
MRU2023000513,2023/2024,2,1,BIFA,1,Tuition,730000,DAY,UNREGISTERED,PLANNED
MRU2023000513,2023/2024,2,1,BIFA,52,Functional,895250,DAY,UNREGISTERED,PLANNED
MRU2023000516,2023/2024,1,1,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000516,2023/2024,1,1,SWSA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000516,2023/2024,2,1,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000516,2023/2024,2,1,SWSA,52,Functional,877000,DAY,UNREGISTERED,PLANNED
MRU2023000517,2023/2024,1,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2023000517,2023/2024,1,1,BSAF,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2023000517,2023/2024,2,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
