regno,acadyear,semester,studyyear,progid,item_code,item,amount,session,regstatus,status
MRU2022000618,2023/2024,1,2,BBA,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000639,2022/2023,1,1,BECD,1,Tuition,630000,DAY,REGISTERED,PLANNED
MRU2022000639,2022/2023,1,1,BECD,52,Functional,767000,DAY,REGISTERED,PLANNED
MRU2022000639,2022/2023,2,1,BECD,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000639,2022/2023,2,1,BECD,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000639,2023/2024,1,2,BECD,1,Tuition,630000,DAY,REGISTERED,PLANNED
MRU2022000639,2023/2024,1,2,BECD,52,Functional,687000,DAY,REGISTERED,PLANNED
MRU2022000642,2022/2023,1,1,BECD,1,Tuition,630000,DAY,REGISTERED,PLANNED
MRU2022000642,2022/2023,1,1,BECD,52,Functional,767000,DAY,REGISTERED,PLANNED
MRU2022000642,2022/2023,2,1,BECD,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000642,2022/2023,2,1,BECD,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000642,2023/2024,1,2,BECD,1,Tuition,630000,DAY,REGISTERED,PLANNED
MRU2022000642,2023/2024,1,2,BECD,52,Functional,687000,DAY,REGISTERED,PLANNED
MRU2022000645,2022/2023,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000645,2022/2023,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000645,2022/2023,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000645,2022/2023,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000645,2023/2024,2,2,BAED,52,Functional,853000,DAY,REGISTERED,PLANNED
MRU2022000647,2022/2023,1,1,BEICT,1,Tuition,680000,DAY,REGISTERED,PLANNED
MRU2022000647,2022/2023,1,1,BEICT,52,Functional,767000,DAY,REGISTERED,PLANNED
MRU2022000647,2022/2023,2,1,BEICT,1,Tuition,680000,DAY,REGISTERED,PLANNED
MRU2022000647,2022/2023,2,1,BEICT,52,Functional,677000,DAY,REGISTERED,PLANNED
MRU2022000647,2023/2024,1,2,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2022000647,2023/2024,1,2,BEICT,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000650,2022/2023,1,1,BIFA,1,Tuition,730000,DAY,UNREGISTERED,PLANNED
MRU2022000650,2022/2023,1,1,BIFA,52,Functional,985250,DAY,UNREGISTERED,PLANNED
MRU2022000650,2022/2023,2,1,BIFA,1,Tuition,730000,DAY,UNREGISTERED,PLANNED
MRU2022000650,2022/2023,2,1,BIFA,52,Functional,895250,DAY,UNREGISTERED,PLANNED
MRU2022000650,2023/2024,1,2,BIFA,1,Tuition,730000,DAY,UNREGISTERED,PLANNED
MRU2022000650,2023/2024,1,2,BIFA,52,Functional,905250,DAY,UNREGISTERED,PLANNED
MRU2022000653,2022/2023,1,1,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000653,2022/2023,1,1,SWSA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000653,2022/2023,2,1,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000653,2022/2023,2,1,SWSA,52,Functional,877000,DAY,UNREGISTERED,PLANNED
MRU2022000653,2023/2024,1,2,SWSA,1,Tuition,630000,DAY,CLEARED,PLANNED
MRU2022000653,2023/2024,1,2,SWSA,52,Functional,687000,DAY,CLEARED,PLANNED
MRU2022000660,2022/2023,1,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000660,2022/2023,1,1,BBA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000660,2022/2023,2,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000660,2022/2023,2,1,BBA,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000660,2023/2024,1,2,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000660,2023/2024,1,2,BBA,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000661,2022/2023,1,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2022000661,2022/2023,1,1,BEICT,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000661,2022/2023,2,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2022000661,2022/2023,2,1,BEICT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000661,2023/2024,1,2,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2022000661,2023/2024,1,2,BEICT,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000667,2022/2023,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000667,2022/2023,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000667,2022/2023,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000667,2022/2023,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000667,2023/2024,1,2,BAED,1,Tuition,630000,DAY,REGISTERED,PLANNED
MRU2022000667,2023/2024,1,2,BAED,52,Functional,687000,DAY,REGISTERED,PLANNED
MRU2022000668,2022/2023,1,1,BAED,1,Tuition,630000,DAY,LATE REGISTERED,PLANNED
MRU2022000668,2022/2023,1,1,BAED,52,Functional,767000,DAY,LATE REGISTERED,PLANNED
MRU2022000668,2022/2023,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000668,2022/2023,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000668,2023/2024,1,2,BAED,1,Tuition,630000,DAY,REGISTERED,PLANNED
MRU2022000668,2023/2024,1,2,BAED,52,Functional,687000,DAY,REGISTERED,PLANNED
MRU2022000675,2022/2023,1,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000675,2022/2023,1,1,BIT,52,Functional,867000,DAY,UNREGISTERED,PLANNED
MRU2022000675,2022/2023,2,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000675,2022/2023,2,1,BIT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000675,2023/2024,1,2,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000675,2023/2024,1,2,BIT,52,Functional,787000,DAY,UNREGISTERED,PLANNED
MRU2022000677,2022/2023,1,1,BCOM,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000677,2022/2023,1,1,BCOM,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000677,2022/2023,2,1,BCOM,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000677,2022/2023,2,1,BCOM,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000677,2023/2024,1,2,BCOM,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000677,2023/2024,1,2,BCOM,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000682,2022/2023,1,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000682,2022/2023,1,1,BED(P),52,Functional,184000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000682,2022/2023,2,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000682,2022/2023,2,1,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000682,2022/2023,3,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000682,2022/2023,3,1,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000682,2023/2024,1,2,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000682,2023/2024,1,2,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000682,2023/2024,2,2,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000682,2023/2024,2,2,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000704,2022/2023,1,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000704,2022/2023,1,1,BBA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000704,2022/2023,2,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000704,2022/2023,2,1,BBA,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000704,2023/2024,1,2,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000704,2023/2024,1,2,BBA,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000708,2022/2023,1,1,BMC,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000708,2022/2023,1,1,BMC,52,Functional,887000,DAY,UNREGISTERED,PLANNED
MRU2022000708,2022/2023,2,1,BMC,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000708,2022/2023,2,1,BMC,52,Functional,797000,DAY,UNREGISTERED,PLANNED
MRU2022000708,2023/2024,1,2,BMC,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000708,2023/2024,1,2,BMC,52,Functional,807000,DAY,UNREGISTERED,PLANNED
MRU2022000709,2022/2023,1,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000709,2022/2023,1,1,BSAF,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000709,2022/2023,2,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000709,2022/2023,2,1,BSAF,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000709,2023/2024,1,2,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000709,2023/2024,1,2,BSAF,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000713,2022/2023,1,1,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000713,2022/2023,1,1,SWSA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000713,2022/2023,2,1,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000713,2022/2023,2,1,SWSA,52,Functional,877000,DAY,UNREGISTERED,PLANNED
MRU2022000713,2023/2024,1,2,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000713,2023/2024,1,2,SWSA,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000714,2023/2024,1,2,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000714,2023/2024,1,2,BAED,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000714,2023/2024,2,2,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000714,2023/2024,2,2,BAED,52,Functional,853000,DAY,UNREGISTERED,PLANNED
MRU2022000718,2022/2023,1,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000718,2022/2023,1,1,BBA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000718,2022/2023,2,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000718,2022/2023,2,1,BBA,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000718,2023/2024,1,2,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000718,2023/2024,1,2,BBA,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000738,2022/2023,1,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000738,2022/2023,1,1,BIT,52,Functional,867000,DAY,UNREGISTERED,PLANNED
MRU2022000738,2022/2023,2,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000738,2022/2023,2,1,BIT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000738,2023/2024,1,2,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000738,2023/2024,1,2,BIT,52,Functional,787000,DAY,UNREGISTERED,PLANNED
MRU2022000743,2022/2023,1,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000743,2022/2023,1,1,BIT,52,Functional,867000,DAY,UNREGISTERED,PLANNED
MRU2022000743,2022/2023,2,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000743,2022/2023,2,1,BIT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000743,2023/2024,1,2,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000743,2023/2024,1,2,BIT,52,Functional,787000,DAY,UNREGISTERED,PLANNED
MRU2022000750,2022/2023,1,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2022000750,2022/2023,1,1,BEICT,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000750,2022/2023,2,1,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2022000750,2022/2023,2,1,BEICT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000750,2023/2024,2,2,BEICT,1,Tuition,680000,DAY,UNREGISTERED,PLANNED
MRU2022000750,2023/2024,2,2,BEICT,52,Functional,853000,DAY,UNREGISTERED,PLANNED
MRU2022000752,2022/2023,1,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000752,2022/2023,1,1,BED(P),52,Functional,184000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000752,2022/2023,2,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000752,2022/2023,2,1,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000752,2022/2023,3,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000752,2022/2023,3,1,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000752,2023/2024,2,2,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000752,2023/2024,2,2,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000753,2022/2023,1,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000753,2022/2023,1,1,BSAF,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000753,2022/2023,2,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000753,2022/2023,2,1,BSAF,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000753,2023/2024,1,2,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000753,2023/2024,1,2,BSAF,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000755,2022/2023,1,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000755,2022/2023,1,1,BIT,52,Functional,867000,DAY,UNREGISTERED,PLANNED
MRU2022000755,2022/2023,2,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000755,2022/2023,2,1,BIT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000755,2023/2024,1,2,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000755,2023/2024,1,2,BIT,52,Functional,787000,DAY,UNREGISTERED,PLANNED
MRU2022000755,2023/2024,2,2,BIT,52,Functional,853000,DAY,REGISTERED,PLANNED
MRU2022000762,2022/2023,1,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000762,2022/2023,1,1,BSAF,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000762,2022/2023,2,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000762,2022/2023,2,1,BSAF,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000765,2022/2023,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000765,2022/2023,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000765,2022/2023,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000765,2022/2023,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000765,2023/2024,1,2,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000765,2023/2024,1,2,BAED,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000778,2022/2023,1,1,BAED,1,Tuition,630000,DAY,REGISTERED,PLANNED
MRU2022000778,2022/2023,1,1,BAED,52,Functional,767000,DAY,REGISTERED,PLANNED
MRU2022000778,2022/2023,2,1,BAED,1,Tuition,630000,DAY,REGISTERED,PLANNED
MRU2022000778,2022/2023,2,1,BAED,52,Functional,677000,DAY,REGISTERED,PLANNED
MRU2022000790,2022/2023,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000790,2022/2023,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000790,2022/2023,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000790,2022/2023,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000790,2023/2024,1,2,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000790,2023/2024,1,2,BAED,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000791,2022/2023,1,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000791,2022/2023,1,1,BBA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000791,2022/2023,2,1,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000791,2022/2023,2,1,BBA,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000791,2023/2024,1,2,BBA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000791,2023/2024,1,2,BBA,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000811,2022/2023,1,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000811,2022/2023,1,1,BSAF,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000811,2022/2023,2,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000811,2022/2023,2,1,BSAF,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000811,2023/2024,1,2,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000811,2023/2024,1,2,BSAF,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000812,2022/2023,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000812,2022/2023,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000812,2022/2023,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000812,2022/2023,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000812,2023/2024,1,2,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000812,2023/2024,1,2,BAED,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000817,2022/2023,1,1,BSM,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000817,2022/2023,1,1,BSM,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000817,2022/2023,2,1,BSM,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000817,2022/2023,2,1,BSM,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000817,2023/2024,1,2,BSM,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000817,2023/2024,1,2,BSM,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000818,2022/2023,1,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000818,2022/2023,1,1,BSAF,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000818,2022/2023,2,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000818,2022/2023,2,1,BSAF,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000818,2023/2024,1,2,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000818,2023/2024,1,2,BSAF,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000822,2022/2023,1,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000822,2022/2023,1,1,BSAF,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000822,2022/2023,2,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000822,2022/2023,2,1,BSAF,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000822,2023/2024,1,2,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000822,2023/2024,1,2,BSAF,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000828,2022/2023,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000828,2022/2023,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000828,2022/2023,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000828,2022/2023,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000828,2023/2024,1,2,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000828,2023/2024,1,2,BAED,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000836,2022/2023,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000836,2022/2023,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000836,2022/2023,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000836,2022/2023,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000836,2023/2024,1,2,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000836,2023/2024,1,2,BAED,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000845,2022/2023,1,1,BPLM,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000845,2022/2023,1,1,BPLM,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000845,2022/2023,2,1,BPLM,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000845,2022/2023,2,1,BPLM,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000845,2023/2024,1,2,BPLM,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000845,2023/2024,1,2,BPLM,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000849,2022/2023,1,1,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000849,2022/2023,1,1,SWSA,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000849,2022/2023,2,1,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000849,2022/2023,2,1,SWSA,52,Functional,877000,DAY,UNREGISTERED,PLANNED
MRU2022000849,2023/2024,1,2,SWSA,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000849,2023/2024,1,2,SWSA,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000854,2022/2023,1,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000854,2022/2023,1,1,BSAF,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000854,2022/2023,2,1,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000854,2022/2023,2,1,BSAF,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000854,2023/2024,1,2,BSAF,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000854,2023/2024,1,2,BSAF,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000858,2022/2023,1,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000858,2022/2023,1,1,BED(P),52,Functional,184000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000858,2022/2023,2,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000858,2022/2023,2,1,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000858,2022/2023,3,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000858,2022/2023,3,1,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000866,2022/2023,1,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000866,2022/2023,1,1,BED(P),52,Functional,184000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000866,2022/2023,2,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000866,2022/2023,2,1,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000866,2022/2023,3,1,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000866,2022/2023,3,1,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000866,2023/2024,1,2,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000866,2023/2024,1,2,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000866,2023/2024,2,2,BED(P),1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000866,2023/2024,2,2,BED(P),52,Functional,154000,INSERVICE,UNREGISTERED,PLANNED
MRU2022000870,2022/2023,1,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000870,2022/2023,1,1,BAED,52,Functional,767000,DAY,UNREGISTERED,PLANNED
MRU2022000870,2022/2023,2,1,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000870,2022/2023,2,1,BAED,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000870,2023/2024,1,2,BAED,1,Tuition,630000,DAY,UNREGISTERED,PLANNED
MRU2022000870,2023/2024,1,2,BAED,52,Functional,687000,DAY,UNREGISTERED,PLANNED
MRU2022000870,2024/2025,2,3,BAED,1,Tuition,630000,DAY,REGISTERED,PLANNED
MRU2022000870,2024/2025,2,3,BAED,52,Functional,933000,DAY,REGISTERED,PLANNED
MRU2022000881,2022/2023,1,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000881,2022/2023,1,1,BIT,52,Functional,867000,DAY,UNREGISTERED,PLANNED
MRU2022000881,2022/2023,2,1,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000881,2022/2023,2,1,BIT,52,Functional,677000,DAY,UNREGISTERED,PLANNED
MRU2022000881,2023/2024,1,2,BIT,1,Tuition,780000,DAY,UNREGISTERED,PLANNED
MRU2022000881,2023/2024,1,2,BIT,52,Functional,787000,DAY,UNREGISTERED,PLANNED
MRU2022000899,2022/2023,1,1,BBEI,1,Tuition,280000,INSERVICE,UNREGISTERED,PLANNED
