ID	assigned_prog	course	yr	sem	course_name	lect_assigned	progs_with_students	progs_with_marks
5583	CAD	BLL3201	3	2	LUGANDA DRAMA	NO	BAED|BEICT	BAED|BBM|BEICT
5584	CAD	BLL3202	3	2	CONTEMPORARY LITELARY STUDIES IN LUGANDA	NO	BAED|BEICT	BAED|BBM|BEICT
5585	CAD	BLL3203B	3	2	RESEARCH PROJECT IN LUGANDA	NO	BAED|BED(S)|BEICT	BAED|BED(P)|BED(S)
5586	CAD	BSP3202	3	2	SCHOOL PRACTICE (6 Weeks)	NO	BAED|BEICT|BVS	BAED|BBM|BEICT|BVS
5587	CAD	ICT3201B	3	2	DATA COMMUNICATION	NO	BEICT|BIT	BBC|BED(S)|BEICT|BIT
5588	CAD	ICT3205B	3	2	LEGAL AND ETHICAL ASPECTS OF COMPUTING	NO	BEICT|BIT	BBC|BCS|BED(S)|BEICT|BIT|BSE
10899	DBA	MGT1101B	1	1	PRINCIPLES OF BUSINESS MANAGEMENT	YES	BAED|BBA|BCOM|BEICT|BHRM|BPA|BPLM|BSAF|BSM|DAF	BAED|BBA|BBC|BBM|BCOM|BEICT|BEM|BES|BHRM|BMC|BMF|BPA|BPLM|BSAF|BSM|DPE
10923	DCE	ICT1108B	1	1	 COMPUTER LITERACY	YES	BAED|BBA|BCOM|BDS|BEICT|BHRM|BIFA|BIT|BMC|BPA|BPLM|BSAF|BSM|BTHM|BVS|SWSA|TEST	|ACAD|BAED|BBA|BBC|BBM|BCE|BCOM|BDS|BED(S)|BEE|BEICT|BEM|BES|BHRM|BIFA|BIT|BLIS|BMC|BMF|BPA|BPLM|BSAF|BSDE|BSM|BTHM|BVS|DAD|DAF|DEE|DIT|DPE|SWSA
1884	decd	DEC2101D	2	1	CURRICULUM FOR EARLY CHILDHOOD EDUCATION	NO	DPE	DPE
10907	DHRM	FIN 1103D	1	1	PRINCIPLES OF ACCOUNTING	YES	DBA|DPA|DPLM|DSM	DBA|DSM
1496	DMC	MSC2217D	2	2	LITERATURE AND JOURNALISM	NO	NULL	DJ
10917	DPA	FIN1101B	1	1	FINANCIAL ACCOUNTING	YES	BAED|BBA|BCOM|BEICT|BHRM|BPA|BPLM|BSAF|BSM|BTHM|DAF	BAED|BBA|BBC|BBM|BCOM|BEICT|BEM|BES|BHRM|BIFA|BMC|BMF|BPA|BPLM|BSAF|BSM|BTHM|DPE
3668	DPA	SWA2101B	2	1	STATISTICS IN SOCIAL RESEARCH	NO	NULL	SWSA
1536	DPA	ADM3201B	2	2	RURAL & COMMUNITY DEVELOPMENT	NO	NULL	BBM|BPA|DPE
1533	DPA	MGT3201B	3	2	ORGANIZATIONAL INTERNSHIP	NO	BBA|BCOM|BHRM|BPA|BPLM|BSAF|BSM	BBA|BBC|BBM|BCOM|BEM|BES|BHRM|BMF|BPA|BPLM|BSAF|BSDE|BSM|DPE
5737	DPE	BCU1102B	1	1	FOUNDATIONS OF CURRICULUM STUDIES	NO	BBE|BBEI|BED(P)|BED(S)	BBE|BBEI|BED(ECD)|BED(P)|BED(S)
5738	DPE	BEF1104B	1	1	SOCIOLOGICAL FOUNDATIONS OF EDUCATION	NO	BAED|BBE|BBEI|BED(P)|BED(S)	BAED|BBE|BBEI|BED(P)|BED(S)
5739	DPE	BEF1106B	1	1	PSYCHOLOGICAL FOUNDATIONS OF EDUCATION	NO	BAED|BBE|BBEI|BED(P)|BED(S)	BBE|BBEI|BED(P)|BED(S)
5740	DPE	BEM1107B	1	1	INTRODUCTION TO EDUCATIONAL MEASUREMENT AND EVALUATION	NO	BBE|BBEI|BED(P)|BED(S)	BBE|BBEI|BED(P)|BED(S)
5741	DPE	BER1105B	1	1	EDUCATIONAL RESEARCH	NO	BBE|BBEI|BED(P)|BED(S)|BEICT	|BBE|BBEI|BED(P)|BED(S)
5752	DPE	BEC1301B	1	3	ORIENTATION TO EARLY CHILDHOOD EDUCATION	NO	BED(ECD)|BED(P)	BED(P)
5753	DPE	BEC1302B	1	3	FUNDAMENTALS OF EARLY CHILD DEVELOPMENT	NO	BED(P)	BED(P)
5757	DPE	BLT1302B	1	3	MODES OF LITERARY  CRITICISM  I	NO	BED(P)|BED(S)	BED(P)|BED(S)
5758	DPE	BEC2101B	2	1	HEALTHY, SAFETY AND NUTRITION FOR YOUNG CHILDREN	NO	BECD|BED(ECD)|BED(P)	BED(P)
5759	DPE	BEC2102B	2	1	CHILD GROWTH AND DEVELOPMENT	NO	BECD|BED(P)	BED(P)
5760	DPE	BEC2103B	2	1	INFORMATION LITERACY USING JOLLY PHONICS	NO	BECD|BED(P)	BED(P)
5761	DPE	BEL2101B	2	1	SOCIOLINGUISTICS	NO	BED(P)|BED(S)	BED(P)|BED(S)
5762	DPE	BLT2101B	2	1	THE SHORT STORY	NO	BED(P)|BED(S)	BED(P)|BED(S)
5763	DPE	BLT2102B	2	1	ORAL LITERATURE	NO	BED(P)|BED(S)	BED(P)|BED(S)
5764	DPE	BEC2201B	2	2	CURRICULUM FOR EARLY CHILDHOOD EDUCATION	NO	BED(P)	BED(P)
5765	DPE	BEC2202B	2	2	LANGUAGE AND LITERACY DEVELOPMENT	NO	BED(P)	BED(P)
5766	DPE	BEC2203B	2	2	ANATOMY AND PHYSIOLOGY OF THE CHILD	NO	BED(P)	BED(P)
5767	DPE	BEL2201B	2	2	THEORIES OF LANGUAGE LEARNING	NO	BED(P)|BED(S)	BED(P)|BED(S)
5769	DPE	BLT2203B	2	2	MODES OF LITERARY CRITICISM    II	NO	BED(P)	BED(P)|BED(S)
5770	DPE	BEC2301B	2	3	DEVELOPING SCIENCE AND MATH SKILLS IN YOUNG CHILDREN	NO	BED(P)	BED(P)
5771	DPE	BEC2303B	2	3	WORKING WITH PRESCHOOLER	NO	BED(P)	BED(P)
5772	DPE	BEC2304B	2	3	INFANT AND TODDLER CARE	NO	BED(P)	BED(P)
5773	DPE	BEL2301B	2	3	THE PRODUCTIVE SKILLS OF COMMUNICATION	NO	BED(P)|BED(S)	BED(P)|BED(S)
5774	DPE	BLT2301B	2	3	THE NOVEL	NO	BED(P)|BED(S)	BED(P)|BED(S)
5775	DPE	BLT2303B	2	3	DRAMA	NO	BED(P)|BED(S)	BED(P)|BED(S)
5776	DPE	BEC3101B	3	1	PLAY IN LIVES OF YOUNG CHILDREN	NO	BED(P)	BED(P)
5777	DPE	BEC3102B	3	1	MATHEMATICS APPLICATIONS IN ECD	NO	BED(P)	BED(P)
5778	DPE	BEC3104B	3	1	ADMINISTRATION AND MANAGEMENT IN EARLY CHILD DEVELOPMENT CENTERS	NO	BED(P)	BED(P)
5788	DPE	BEC3302B	3	1	CULTURAL DIVERSITY IN EARLY CHILDHOOD PROGRAMMES	NO	BED(ECD)|BED(P)	BED(ECD)|BED(P)
5779	DPE	BEL3101B	3	1	ENGLISH LANGUAGE TEACHING METHODS	NO	BED(P)|BED(S)	BED(P)|BED(S)
5780	DPE	BLT3101B	3	1	LITERATURE TEACHING METHODS	NO	BED(P)|BED(S)	BED(P)|BED(S)
5781	DPE	BEC3201B	3	2	ART AND MUSIC APPRECIATION IN EARLY CHILDHOOD EDUCATION	NO	BED(P)	BED(P)
5782	DPE	BEC3204B	3	2	ATTACHMENT BEHAVIOUR IN INFANTS	NO	BED(P)	BED(P)
5783	DPE	BEC3205B	3	2	ENVIRONMENTAL EDUCATION	NO	BED(P)	BED(P)
5784	DPE	BEL3201B	3	2	ENGLISH CURRICULUM DESIGN AND DEVELOPMENT	NO	BED(P)|BED(S)	BED(P)|BED(S)
5785	DPE	BLT3202B	3	2	LITERATURE CURRICULUM DESIGN AND DEVELOPMENT	NO	BED(P)|BED(S)	BED(P)|BED(S)
5786	DPE	BLT3203B	3	2	LITERARY STYLISTICS	NO	BAED|BED(P)|BED(S)	BED(P)|BED(S)
5787	DPE	BEC3301B	3	3	WORKING WITH CHILDREN WITH SPECIAL NEEDS	NO	BED(P)	BED(P)
5789	DPE	BEC3303B	3	3	LEGAL STATUS FOR THE YOUNG CHILDREN	NO	BED(P)	BED(P)
5790	DPE	BER3301B	3	3	RESEARCH REPORT	NO	BBEI|BED(P)|BED(S)	BAED|BBEI|BED(ECD)|BED(P)|BED(S)|BEICT
5791	DPE	BLT3301B	3	3	THE ESSAY	NO	BED(P)|BED(S)	BED(P)|BED(S)
5792	DPE	BLT3302B	3	3	THE POETRY	NO	BED(P)	BED(P)|BED(S)
4750	DPLM	ADM1202B	1	2	BUSINESS LAW	NO	BBA|BCOM|BHRM|BPA|BPLM|BSAF|BSM|DBA	|BAED|BBA|BBC|BBM|BCOM|BEM|BHRM|BMF|BPA|BPLM|BSAF|BSDE|BSM
4749	DPLM	FIN1203B	1	2	BUSINESS STATISTICS	NO	BAED|BBA|BCOM|BPLM|BSAF|DAF|DBA	BAED|BBA|BBC|BBM|BCOM|BES|BHRM|BMF|BPLM|BSAF|BSDE|DAF|DBM
5037	MPAM	ADM 5111	1	1	DECENTRALIZATION AND LOCAL GOVERNANCE 	NO	PGDPAM	PGDPAM
5036	MPAM	FIN 5112	1	1	ECONOMICS AND PUBLIC FINANCE 	NO	PGDPAM	PGDPAM
5040	MPAM	FIN 5113	1	1	QUANTITATIVE METHODS IN DECISION MAKING 	NO	PGDPAM	PGDPAM
5035	MPAM	MGT 5111	1	1	PUBLIC POLICY FORMULATION AND MANAGEMENT	NO	PGDPAM	NULL
5039	MPAM	MGT 5114	1	1	RESEARCH METHODS AND TECHNIQUES 	NO	PGDPAM	PGDPAM
5038	MPAM	MIS 5113	1	1	MANAGEMENT INFORMATION SYSTEMS 	NO	PGDPAM	PGDPAM
5034	MPAM	ADM 5121	1	2	RESULTS-ORIENTED MANAGEMENT  	NO	PGDPAM	NULL
5041	MPAM	MGT 5121	1	2	HUMAN RESOURCE MANAGEMENT AND DEVELOPMENT	NO	PGDPAM	NULL
5043	MPAM	MGT 5123	1	2	MANAGEMENT SKILLS IMPROVEMENT	NO	PGDPAM	NULL
5044	MPAM	MGT 5125	1	2	MANAGING NON-GOVERNMENTAL ORGANIZATION  	NO	PGDPAM	NULL
5042	MPAM	MGT 6124	1	2	PROJECT PLANNING AND MANAGEMENT	NO	PGDPAM	NULL
4310	PGD	FIN6122	1	2	CORPORATE FINANCE	NO	MBA	MBA
4307	PGD	FIN6125	1	2	AUDITING AND ASSURANCE	NO	MBA	MBA
4308	PGD	FIN6128	1	2	COMMERCIAL BANKING AND VENTURE CAPITAL	NO	MBA	|MBA
4309	PGD	PRC6123	1	2	CONSUMER BEHAVIOUR AND PRODUCT DEVELOPMENT	NO	MBA	MBA
2072	SWSA	DVS3108B	3	1	HUMAN RESOURCE FOR DEVELOPMENT PRACTITIONERS	NO	BDS	BDS
2072	SWSA	DVS3108B	3	1	WEALTH CREATION AND DEVELOPMENT	NO	BDS	BDS
10892	TEST	AMD3108B	1	1	KISWAHILI FOR SECRETARIAL DUTIES	NO	BSM	|BSM
10930	TEST	BELI1305	1	1	ANALYSIS AND EVALUATION OF LOWER PRIMARY ENGLISH CURRICULUM 	NO	NULL	BED(P)
10956	TEST	BMU3103B	1	1	AFRICAN MUSIC TECHNOLOGY	NO	BED(P)|BED(S)	BED(P)|BED(S)
10889	TEST	BVA2306B	1	1	BLOCK PRINTMAKING	NO	BED(S)	|BED(S)
10929	TEST	CME2101	1	1	 MATHEMATICS III 	NO	NULL	|CMEC
10888	TEST	CME2104	1	1	 ELECTRICAL PRINCIPLES III   	NO	NULL	|CMEC
10897	TEST	FIN6128	1	1	COMMERCIAL BANKING AND VENTURE CAPITAL	NO	MBA	|MBA
10980	TEST	ADM1204B	2	2	COMPUTER APPLICATIONS	NO	BSM	BSM
