ID	assigned_prog	course	yr	sem	course_name	lect_assigned	progs_with_students	progs_with_marks
5636	-	DSP1301D	1	3	SCHOOL PRACTICE  (6WKS)	YES	decd|DPE	decd|DPE
9648	-	BHI2203B	2	2	THE TRANSFORMATION OF EUROPE SINCE 1871	YES	BED(S)	BAED|BED(S)
5647	-	DECD2207	2	2	ESSENTIALS OF EDUCATIONAL MANAGEMENT AND ADMINISTRATION OF NURSERY SCHOOLS	YES	decd	decd
5651	-	DECD2308	2	3	PHILOSOPHICAL FOUNDATIONS OF EDUCATION	YES	decd	decd
5114	06501	BAG2102B	1	1	AGRICULTURE EDUCATION I	NO	BED(P)|BED(S)	BED(P)|BED(S)
5114	06501	BAG2102B	1	1	FUNDAMENTALS OF CROP PROTECTION	NO	BED(P)|BED(S)	BED(P)|BED(S)
5115	06501	BBEI2105	1	1	COMPUTER FUNDAMENTALS	NO	BBEI	BBEI
5115	06501	BBEI2105	1	1	STATISTICS	NO	BBEI	BBEI
5116	06501	BBEI2106	1	1	UGANDA'S ECONOMY	NO	BBEI	BAED|BBEI|BED(S)
5116	06501	BBEI2106	1	1	INTERMEDIATE ACCOUNTING II	NO	BBEI	BAED|BBEI|BED(S)
128	06501	BMC1101	1	1	INTRODUCTION TO MASS COMMUNICATION	NO	NULL	BMC
37	06501	MMC4102	1	1	CURRENT ISSUES IN MASS COMMUNICATION	NO	MMC	MMC
38	06501	MMC4103	1	1	RESEARCH METHODS	NO	MMC	MMC
39	06501	MMC4104	1	1	INTERNATIONAL JOURNALISM	NO	MMC	MMC
40	06501	MMC4105	1	1	ADVANCED WRITING AND PUBLIC AFFAIRS REPORTING	NO	MMC	MMC
41	06501	MMC4106	1	1	MEDIA AND POLITICS	NO	MMC	MMC
42	06501	MMC4201	1	2	MEDIA MANAGEMENT THEORIES AND PRACTICE	NO	MMC	MMC
43	06501	MMC4202	1	2	PROGRAMMING IN ELECTRONIC MEDIA	NO	MMC	MMC
44	06501	MMC4203	1	2	MULTIMEDIA AND DIGITAL JOURNALISM	NO	MMC	MMC
45	06501	MMC4204	1	2	ADVANCED INVESTIGATIVE JOURNALISM	NO	MMC	MMC
46	06501	MMC4205	1	2	ADVERTISING TECHNIQUES AND PRACTICE	NO	MMC	MMC
47	06501	MMC4206	1	2	STRATEGIC PUBLIC RELATIONS MANAGEMENT	NO	MMC	MMC
33	06501	MMC5101	2	1	RESEARCH PROPOSAL DEVELOPMENT AND WRITING	NO	MMC	MMC
49	06501	MMC5102	2	1	COMPUTER AIDED RESEARCH	NO	MMC	MMC
50	06501	MMC5103	2	1	MEDIA LAW AND POLICY	NO	MMC	MMC
51	06501	MMC5201	2	2	RESEARCH DISSERTATION	NO	MMC	MMC
73	06502	EDU6101	1	1	RESEARCH METHODOLOGY	NO	MBA|MEMA|MHHS|MMC	MEMA
77	06502	EDU6102	1	1	THEORETICAL PERSPECTIVES OF EDUCATIONAL MANAGEMENT	NO	MEMA	MEMA
82	06502	EDU6103	1	1	ORGANISATIONAL BEHAVIOUR	NO	MBA|MEMA|PGD	MBA|MEMA
79	06502	EDU6104	1	1	SOCIAL AND ETHICAL CONCEPTS IN EDUCATION	NO	MEMA	MEMA
80	06502	EDU6105	1	1	PERSONNEL MANAGEMENT	NO	MEMA	MEMA
81	06502	EDU6106	1	1	ECONOMICS OF EDUCATION AND FINANCING	NO	MEMA	MEMA
84	06502	EDU6107	1	1	COMPUTER APPLICATIONS IN RESEARCH	NO	MEMA	MEMA
85	06502	EDU6201	1	1	STATISTICAL METHODS IN RESEARCH	NO	MEMA	MEMA
88	06502	EDU6204	1	1	FUNDAMENTALS OF EDUCATIONAL POLICY	NO	MEMA	MEMA
86	06502	EDU6202	1	2	EDUCATION AND GENERIC SKILLS	NO	MEMA	MEMA
87	06502	EDU6203	1	2	EDUCATIONAL SYSTEM ANALYSIS	NO	MEMA	MEMA
89	06502	EDU6205	1	2	PROJECT PLANNING AND MANAGEMENT	NO	MEMA	MEMA
90	06502	EDU6206	1	2	SPECIAL NEEDS EDUCATION MANAGEMENT	NO	MEMA	MEMA
91	06502	EDU6207	1	2	RESEARCH AND SCHOLARLY PUBLICATION SKILLS	YES	MEMA	MEMA
92	06502	EDU6301	2	2	RESEARCH DISSERTATION	NO	MEMA	MEMA
5343	06503	BEC1101	1	1	INTRODUCTION TO  MICROECONOMICS	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5344	06503	BEC1102	1	1	INTRODUCTION TO MATHEMATICS AND STATISTICS FOR ECONOMICS	NO	BAED	BAED|BEICT|BSCED|BSCEDU
5496	06503	BHI1101	1	1	THEMES IN EAST AFRICAN HISTORY TO 1900 	NO	BAED|BEICT	BAED|BED(S)|BEICT
5497	06503	BHI1102	1	1	THEMES IN AFRICAN HISTORY TO 1871	NO	BAED|BEICT	BAED|BED(S)|BEICT|BIFA
5345	06503	BKE 1101	1	1	KISWAHILI ACQUISITION AND LANGUAGE MASTERY SKILLS	NO	BAED|BEICT|BVS	BAED|BEICT|BVS
5498	06503	BLL1101	1	1	INTRODUCTION TO THE STUDY OF LUGANDA LANGUAGE EDUCATION	NO	BAED|BEICT	BAED|BEICT
5499	06503	BLL1102	1	1	PRINCIPLES OF TRANSLATION IN LUGANDA	NO	BAED|BEICT	BAED|BEICT
5346	06503	BME1102	1	1	CALCULUS I	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5347	06503	BME1105	1	1	LINEAR ALGEBRA I	NO	BAED|BEICT	BAED|BEICT|BSCED
5348	06503	BSA1101	1	1	SOCIAL AND ADOLESCENT PSYCHOLOGY	NO	BAED|BEICT|BVS	|BAED|BEICT|BVS
101	06503	FIN6112	1	1	MANAGERIAL ECONOMICS	NO	MBA|PGD	MBA
102	06503	FIN6113	1	1	QUANTITATIVE TECHNIQUES FOR DECISION MAKING	NO	MBA|PGD	MBA
103	06503	FIN6119	1	1	INVESTMENT MANAGEMENT	NO	MBA	MBA
106	06503	FIN6123	1	1	FINANCIAL STATEMENTS ANALYSIS AND VALUATION	NO	MBA	MBA
107	06503	FIN6124	1	1	TAX AND BUSINESS STRATEGY	NO	MBA	MBA
110	06503	FIN6127	1	1	INTERNATIONAL FINANCIAL MANAGEMENT	NO	MBA	MBA
111	06503	FIN6128	1	1	COMMERCIAL BANKING AND VENTURE CAPITAL	NO	MBA	|MBA
5349	06503	FND 1101	1	1	COMMUNICATION AND TECHNOLOGY SKILLS	NO	BAED|BEICT|BVS	BAED|BEICT|BVS
5500	06503	FND1101B	1	1	COMMUNICATION AND LANGUAGE SKILLS	NO	BAED|BBA|BCOM|BECD|BEICT|BHRM|BIFA|BIT|BMC|BPA|BPLM|BSAF|BSM|BTHM|BVS|DAF|DIT|SWSA	|BAED|BBA|BBC|BBEI|BBM|BCE|BCOM|BCS|BDS|BEE|BEICT|BEM|BES|BHRM|BIFA|BIT|BLIS|BMC|BMF|BPA|BPLM|BSAF|BSDE|BSE|BSM|BTHM|BVS|DAF|DEE|DJ|DPE|SWSA
5350	06503	MGT1101B	1	1	PRINCIPLES OF BUSINESS MANAGEMENT	NO	BAED|BBA|BCOM|BEICT|BHRM|BPA|BPLM|BSAF|BSM|DAF	BAED|BBA|BBC|BBM|BCOM|BEICT|BEM|BES|BHRM|BMC|BMF|BPA|BPLM|BSAF|BSM|DPE
29	06503	MGT6111	1	1	STRATEGIC PLANNING AND MANAGEMENT	NO	MBA|PGD	MBA
94	06503	MGT6114	1	1	BUSINESS ETHICS AND CORPORATE SOCIAL RESPONSIBILITY	NO	MBA|PGD	MBA
119	06503	MIS6125	1	1	CRITICAL AND CREATIVE THINKING	NO	MBA	MBA
122	06503	PRC6121	1	1	MARKETING MANAGEMENT	NO	MBA	MBA
5351	06503	BCU1201	1	2	FOUNDATIONS OF CURRICULUM STUDIES	NO	BAED|BEICT|BVS	BADE|BAED|BAED/A|BEICT|BSCED|BSCEDU|BVS
5352	06503	BEC1201	1	2	PRINCIPLES OF DEVELOPMENT ECONOMICS	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5353	06503	BEC1202	1	2	INTRODUCTORY MACRO ECONOMICS	NO	NULL	BAED|BEICT|BSCED|BSCEDU
5354	06503	BEF1201	1	2	SOCIOLOGICAL FOUNDATIONS OF EDUCATION 	NO	BAED|BEICT|BVS	BADE|BAED|BAED/A|BED(P)|BEICT|BSCED|BSCEDU|BVS
5355	06503	BEF1202	1	2	PSYCHOLOGICAL FOUNDATIONS OF EDUCATION	NO	BAED|BEICT|BVS	BADE|BAED|BAED/A|BED(P)|BED(S)|BEICT|BSCED|BSCEDU|BVS|DJ
5502	06503	BHI1201	1	2	THEMES IN AFRICAN HISTORY  SINCE 1871	NO	BAED|BEICT	BADE|BAED|BEICT
5503	06503	BHI1202	1	2	THEMES IN EAST AFRICAN HISTORY SINCE 1900	NO	BAED|BEICT	BAED|BEICT
5504	06503	BLL1201	1	2	LANGUAGE ANALYSIS & COMMUNICATION IN LUGANDA	NO	BAED|BEICT	BAED|BEICT
5505	06503	BLL1202	1	2	THE PHONOLOGY OF LUGANDA LANGUAGE	NO	BAED|BEICT	BAED|BEICT
5356	06503	BMA1201	1	2	EDUCATIONAL MANAGEMENT AND ADMINISTRATION	NO	BAED|BED(S)|BEICT|BVS	BADE|BAED|BAED/A|BEICT|BSCED|BSCEDU|BVS
5357	06503	BME1202	1	2	CALCULUS II	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5358	06503	BMEI1206	1	2	ELEMENTS OF PROBABILITY AND STATISTICS	NO	NULL	BAED|BED(P)|BEICT
104	06503	FIN6121	1	2	RISK MANAGEMENT	NO	MBA	MBA
105	06503	FIN6122	1	2	CORPORATE FINANCE	NO	MBA	MBA
108	06503	FIN6125	1	2	AUDITING AND ASSURANCE	NO	MBA	MBA
109	06503	FIN6126	1	2	PUBLIC SECTOR ACCOUNTING	NO	MBA	MBA
5359	06503	FND1205B	1	2	HISTORY AND CULTURAL HERITAGE OF UGANDA	NO	BAED|BBA|BCOM|BEICT|BHRM|BIFA|BMC|BPLM|BSAF|BSM|BTHM|BVS|SWSA	|BAED|BBA|BBC|BBM|BCOM|BDS|BEICT|BEM|BES|BHRM|BMC|BMF|BPA|BPLM|BSAF|BSM|BTHM|BVS|DPE|SWSA
95	06503	MGT6121	1	2	HUMAN RESOURCE MANAGEMENT	NO	MBA	MBA
96	06503	MGT6122	1	2	SOCIAL ENTREPRENEURSHIP	NO	MBA	MBA
98	06503	MGT6123	1	2	MANAGEMENT SKILLS DEVELOPMENT	NO	MBA	MBA
123	06503	PRC6122	1	2	STRATEGIC MARKETING	NO	MBA	MBA
124	06503	PRC6123	1	2	CONSUMER BEHAVIOUR AND PRODUCT DEVELOPMENT	NO	MBA	MBA
125	06503	PRC6124	1	2	MARKETING AND SOCIAL MEDIA STRATEGY	NO	MBA	MBA
126	06503	PRC6125	1	2	INTERNATIONAL MARKETING	NO	MBA	MBA
5360	06503	BEC2101	2	1	 MICRO ECONOMICS	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5361	06503	BEF 2101	2	1	HISTORICAL FOUNDATIONS OF EDUCATION	NO	BAED|BEICT	BAED|BEICT
5506	06503	BEF2101	2	1	HISTORICAL FOUNDATIONS OF EDUCATION	NO	BAED|BVS	BADE|BAED|BAED/A|BEICT|BSCED|BSCEDU|BVS
5362	06503	BEF2102	2	1	PHILOSOPHICAL FOUNDATIONS OF EDUCATION	NO	BAED|BEICT|BVS	BADE|BAED|BAED/A|BBM|BEICT|BSCED|BSCEDU|BVS
5363	06503	BEP 2101	2	1	ENTREPRENEURSHIP IN EDUCATION	NO	BAED|BEICT|BVS	BAED|BEICT|BVS
5364	06503	BER2101	2	1	EDUCATIONAL RESEARCH METHODS	NO	BAED|BEICT|BVS	BADE|BAED|BEICT|BSCED|BSCEDU|BVS
5507	06503	BHI2101	2	1	WORLD REVOLUTIONS	NO	NULL	BAED|BEICT
5508	06503	BHI2102	2	1	TRANSFORMATION OF EUROPE FROM 1789 TO 1871	NO	BAED|BEICT	BAED|BED(S)|BEICT
5509	06503	BHI2103	2	1	HISTORY OF THE REPUBLIC OF SOUTH AFRICA SINCE 1800	NO	BAED|BEICT	BAED|BEICT
5510	06503	BHI2104	2	1	IMPERIALISM IN THE 3RD WORLD TO 1939	NO	BAED	BAED
5365	06503	BHL 2101	2	1	HUMAN GROWTH AND DEVELOPMENT	NO	BAED|BEICT	BAED|BEICT
5511	06503	BLL2101	2	1	MORPHOLOGY OF LUGANDA	NO	BAED|BEICT	BAED|BEICT|DSE
5512	06503	BLL2102	2	1	INTRODUCTION TO LITERATURE AND LITELARY CRITICISM	NO	BAED|BEICT	BAED|BEICT
5366	06503	BME2102	2	1	REAL ANALYSIS I	NO	BAED	BAED|BED(P)|BEICT|BSCED|BSCEDU|SWSA
5367	06503	BME2103	2	1	LINEAR ALGEBRA II	NO	BAED|BEICT	BAED|BED(P)|BEICT|BSCED|BSCEDU
5368	06503	BME2108	2	1	DIFFERENTIAL EQUATIONS	NO	BAED|BEICT	BAED|BEICT
5369	06503	BME2109	2	1	PROBABILITY THEORY	NO	BAED|BEICT	BAED|BEICT
5370	06503	BSP 2101	2	1	INTRODUCTION TO SCHOOL PRACTICE	NO	BAED|BEICT|BVS	BAED|BEICT|BVS
5371	06503	MGT2103B	2	1	PROJECT PLANNING AND MANAGEMENT	NO	BAED|BBA|BCOM|BEICT|BHRM|BIT|BPLM|BSAF|BSM|SWSA	|BAED|BBA|BBC|BBM|BCOM|BEICT|BEM|BES|BHRM|BMF|BPA|BPLM|BSAF|BSDE|BSM|DAF|DPE
113	06503	MGT6201	2	1	RESEARCH METHODOLOGY	NO	MBA|PGD	MBA
114	06503	MGT6203	2	1	SCHOLARLY WRITING AND PUBLICATION SKILLS	NO	MBA	MBA
121	06503	MIS6202	2	1	COMPUTER APPLICATIONS IN RESEARCH	NO	MBA|MEMA	MBA
5372	06503	BCU 2203	2	2	CURRICULUM EVALUATION AND INNOVATION	NO	BAED|BEICT	BAED|BEICT
5373	06503	BCU2201	2	2	GENERAL TEACHING - LEARNING METHODS	NO	BAED|BEICT|BVS	BADE|BAED|BEICT|BSCED|BSCEDU|BVS
5513	06503	BCU2202	2	2	EDUCATIONAL TECHNOLOGY	NO	BAED|BEICT|BVS	BADE|BAED|BAED/A|BEICT|BSCED|BSCEDU|BVS
5374	06503	BCU2204	2	2	PROFESSIONAL ETHICS	NO	BAED|BEICT|BVS	BAED|BEICT|BVS
5375	06503	BEC 2205	2	2	ECONOMICS TEACHING METHODS	NO	BAED	BAED
5376	06503	BER2201	2	2	EDUCATIONAL RESEARCH METHODS	NO	NULL	BADE|BAED|BAED/A|BEICT|BSCED|BSCEDU
5514	06503	BHI2201	2	2	WORLD REVOLUTIONS SINCE 1950	NO	BAED	BAED
5515	06503	BHI2202	2	2	TRANSFORMATION OF EUROPE SINCE 1871	YES	BAED|BED(S)|BEICT	BAED|BEICT
5516	06503	BHI2203	2	2	HISTORY OF ANGLOPHONE CENTRAL AFRICA SINCE 1800	NO	BAED|BEICT	BAED|BEICT
5517	06503	BHI2204	2	2	IMPERIALISM IN THE 3RD WORLD SINCE 1939	NO	BAED	BAED
5518	06503	BHI2205	2	2	HISTORY TEACHING METHODS	NO	BAED|BEICT	BAED|BEICT
5519	06503	BLL2201	2	2	THE SYNTAX OF LUGANDA	NO	BAED|BEICT	BAED|BEICT
5520	06503	BLL2202	2	2	LUGANDA NOVEL	NO	BAED|BEICT	BAED|BEICT
5521	06503	BLL2205	2	2	LUGANDA TEACHING METHODS	NO	BAED|BEICT	BAED|BEICT
5377	06503	BME2205	2	2	COMPLEX VARIABLES	NO	BAED|BEICT	BAED|BEICT|BSCEDU
5378	06503	BME2206	2	2	NUMERICAL ANALYSIS I	NO	BAED|BEICT	BAED|BEICT
5379	06503	BME2207	2	2	ABSTRACT ALGEBRA I	NO	BAED|BEICT	BAED
5380	06503	BME2208	2	2	STATISTICAL INFERENCE 	NO	BAED|BEICT	BAED|BEICT
5381	06503	BME2209	2	2	MATHEMATICS TEACHING METHODS	NO	BAED|BEICT	BAED|BEICT
5382	06503	BSP2201	2	2	SCHOOL PRACTICE (6Weeks)	YES	BAED|BEICT|BVS	BADE|BAED|BED(ECD)|BEICT|BMC|BSCED|BVS
5383	06503	ECO 2201	2	2	MACRO ECONOMICS	NO	BAED|BEICT|DPLM	BAED|BEICT|DPLM
5384	06503	ECO 2204	2	2	INDUSTRIAL ECONOMICS	NO	BAED|BEICT	BAED|BEICT
115	06503	MGT6204	2	2	RESEARCH THESIS	NO	MBA	MBA
5385	06503	BEC3101	3	1	INTERMEDIATE MICRO-ECONOMICS	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5386	06503	BEC3102	3	1	ECONOMIC POLICY AND PLANNING	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5387	06503	BEF 3102	3	1	CONTEMPORARY EDUCATION SYSTEMS	NO	BAED|BEICT|BVS	BAED|BEICT|BVS
5522	06503	BEF3102	3	1	PHILOSOPHICAL FOUNDATIONS OF EDUCATION	NO	NULL	BADE|BAED|BEICT|BVS
5388	06503	BEM 3101	3	1	INTRODUCTION TO EDUCATION MEASUREMENT AND EVALUATION	NO	BAED|BEICT|BVS	BAED|BEICT|BVS
5523	06503	BEM3101	3	1	INTRODUCTION TO EDUCATIONAL MEASUREMENT AND EVALUATION	NO	BEICT	BADE|BAED|BAED/A|BEICT|BEM|BSCED|BSCEDU|BVS
5524	06503	BHI3102	3	1	HISTORY OF MILITARY & CONFLICT RESOLUTION IN AFRICA SINCE 1870	NO	BAED	BAED|BEICT
5525	06503	BHI3103	3	1	19TH  CENTURY HISTORY OF WEST AFRICA	NO	BAED|BEICT	BAED|BED(S)|BEICT
5526	06503	BHI3107	3	1	HUMAN RIGHTS IN AFRICA UP TO 1960	NO	BAED	BAED
5527	06503	BHI3109	3	1	HISTORY OF UGANDA FROM THE PRE-COLONIAL PERIOD UP TO 1900	NO	BAED|BEICT	BAED|BEICT
5528	06503	BLL3103	3	1	PHILOSOPHICAL INTERPRETATION OF PROVERBS	NO	BAED|BEICT	BAED|BEICT
5529	06503	BLL3103B	3	1	THE KIGANDA POETRY	NO	BAED|BED(P)|BED(S)	BAED|BED(P)|BED(S)
5389	06503	BME3101	3	1	BIO MATHEMATICS	NO	BAED|BEICT	BAED|BEICT|BSCED
5390	06503	BME3102	3	1	NUMERICAL ANALYSIS	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5391	06503	BME3105	3	1	DISCRETE MATHEMATICS	NO	BAED|BEICT	BAED|BEICT
5392	06503	BME3108	3	1	FUNCTIONAL ANALYSIS	NO	BAED|BEICT	BAED
5393	06503	BME3109	3	1	DIFFERENTIAL EQUATIONS AND DYNAMICAL SYSTEMS	NO	BAED|BEICT	BAED|BEICT
5394	06503	BCU 3201	3	2	CURRICULUM DESIGN DEVELOPMENT AND IMPLEMENTATION	NO	BAED|BEICT	BAED
5530	06503	BCU3201	3	2	CURRICULUM DESIGN DEVELOPMENT AND IMPLEMENTATION	NO	BAED|BECD|BEICT|BVS	BADE|BAED|BAED/A|BEICT|BSCED|BSCEDU|BVS
5395	06503	BEF3201	3	2	SPECIAL NEEDS EDUCATION	NO	BAED|BEICT|BVS	BADE|BAED|BEICT|BSCED|BSCEDU|BVS
5396	06503	BEF3202	3	2	ECONOMICS OF EDUCATION	NO	BAED|BEICT|BVS	BAED|BEICT
5397	06503	BER3206	3	2	RESEARCH REPORT	NO	BAED|BEICT|BVS	BADE|BAED|BAED/A|BED(P)|BEICT|BSCED|BSCEDU|BVS
5398	06503	BGC 3201	3	2	INTRODUCTION TO GUIDANCE AND COUNSELLING	NO	BAED|BEICT|BVS	BAED|BVS
5531	06503	BGC3201	3	2	EDUCATIONAL COUNSELLING AND GUIDANCE	NO	BAED|BEICT|BVS	BADE|BAED|BAED/A|BEICT|BGC|BSCED|BSCEDU|BVS
5532	06503	BHI3204	3	2	HUMAN RIGHTS IN POST COLONIAL AFRICA SINCE 1960	NO	BAED	BAED
5533	06503	BHI3207	3	2	THEMES IN HISTORY OF INTERNATIONAL  RELATIONS	NO	BAED	BAED|BED(S)
5534	06503	BHI3208	3	2	POST COLONIAL HISTORY OF UGANDA SINCE 1900	NO	BAED|BEICT	BAED|BEICT
5535	06503	BHI3209	3	2	THE TWENTIETH CENTURY HISTORY OF WEST AFRICA SINCE 1960	NO	BAED|BED(S)|BEICT	BAED|BEICT
5536	06503	BLL3201	3	2	LUGANDA DRAMA	NO	BAED|BEICT	BAED|BBM|BEICT
5537	06503	BLL3202	3	2	CONTEMPORARY LITELARY STUDIES IN LUGANDA	NO	BAED|BEICT	BAED|BBM|BEICT
5399	06503	BME3201	3	2	LINEAR PROGRAMMING	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5400	06503	BME3205	3	2	DIFFERENTIAL EQUATIONS II	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5401	06503	BME3206	3	2	REAL ANALYSIS	NO	BAED	BAED|BED(P)|BEICT|BSCED
5402	06503	BME3207	3	2	TOPOLOGY	NO	BAED|BEICT	BAED|BEICT
5403	06503	BSP3202	3	2	SCHOOL PRACTICE (6 Weeks)	NO	BAED|BEICT|BVS	BAED|BBM|BEICT|BVS
5404	06503	ECO3201	3	2	INTERMEDIATE MACRO ECONOMICS	NO	BAED|BEICT	BAED|BEICT
5405	06503	ECO3204	3	2	INTERNATIONAL ECONOMICS	NO	BAED|BEICT	BAED|BEICT
5170	06504	BEC1101	1	1	INTRODUCTION TO  MICROECONOMICS	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5171	06504	BEC1102	1	1	INTRODUCTION TO MATHEMATICS AND STATISTICS FOR ECONOMICS	NO	BAED	BAED|BEICT|BSCED|BSCEDU
5172	06504	BME1102	1	1	CALCULUS I	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5173	06504	BME1105	1	1	LINEAR ALGEBRA I	NO	BAED|BEICT	BAED|BEICT|BSCED
5174	06504	BSA1101	1	1	SOCIAL AND ADOLESCENT PSYCHOLOGY	NO	BAED|BEICT|BVS	|BAED|BEICT|BVS
5175	06504	MGT1101B	1	1	PRINCIPLES OF BUSINESS MANAGEMENT	NO	BAED|BBA|BCOM|BEICT|BHRM|BPA|BPLM|BSAF|BSM|DAF	BAED|BBA|BBC|BBM|BCOM|BEICT|BEM|BES|BHRM|BMC|BMF|BPA|BPLM|BSAF|BSM|DPE
5176	06504	BCU1201	1	2	FOUNDATIONS OF CURRICULUM STUDIES	NO	BAED|BEICT|BVS	BADE|BAED|BAED/A|BEICT|BSCED|BSCEDU|BVS
5177	06504	BEC1201	1	2	PRINCIPLES OF DEVELOPMENT ECONOMICS	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5178	06504	BEC1202	1	2	INTRODUCTORY MACRO ECONOMICS	NO	NULL	BAED|BEICT|BSCED|BSCEDU
5179	06504	BEF1201	1	2	SOCIOLOGICAL FOUNDATIONS OF EDUCATION 	NO	BAED|BEICT|BVS	BADE|BAED|BAED/A|BED(P)|BEICT|BSCED|BSCEDU|BVS
5180	06504	BEF1202	1	2	PSYCHOLOGICAL FOUNDATIONS OF EDUCATION	NO	BAED|BEICT|BVS	BADE|BAED|BAED/A|BED(P)|BED(S)|BEICT|BSCED|BSCEDU|BVS|DJ
5181	06504	BMA1201	1	2	EDUCATIONAL MANAGEMENT AND ADMINISTRATION	NO	BAED|BED(S)|BEICT|BVS	BADE|BAED|BAED/A|BEICT|BSCED|BSCEDU|BVS
5182	06504	BME1202	1	2	CALCULUS II	YES	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5183	06504	BMEI1206	1	2	ELEMENTS OF PROBABILITY AND STATISTICS	NO	NULL	BAED|BED(P)|BEICT
5184	06504	FND1205B	1	2	HISTORY AND CULTURAL HERITAGE OF UGANDA	NO	BAED|BBA|BCOM|BEICT|BHRM|BIFA|BMC|BPLM|BSAF|BSM|BTHM|BVS|SWSA	|BAED|BBA|BBC|BBM|BCOM|BDS|BEICT|BEM|BES|BHRM|BMC|BMF|BPA|BPLM|BSAF|BSM|BTHM|BVS|DPE|SWSA
5185	06504	BEC2101	2	1	 MICRO ECONOMICS	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5186	06504	BEF2101	2	1	HISTORICAL FOUNDATIONS OF EDUCATION	NO	BAED|BVS	BADE|BAED|BAED/A|BEICT|BSCED|BSCEDU|BVS
5187	06504	BEF2102	2	1	PHILOSOPHICAL FOUNDATIONS OF EDUCATION	NO	BAED|BEICT|BVS	BADE|BAED|BAED/A|BBM|BEICT|BSCED|BSCEDU|BVS
5188	06504	BEP2101	2	1	BUSINESS PLAN AND EMPLOYMENT OPPORTUNITIES	NO	NULL	BAED
5189	06504	BER2101	2	1	EDUCATIONAL RESEARCH METHODS	NO	BAED|BEICT|BVS	BADE|BAED|BEICT|BSCED|BSCEDU|BVS
5190	06504	BHL2101	2	1	HUMAN LEARNING/GROWTH AND COGNITION /DEVELOPMENT 	NO	BAED|BEICT|BVS	BAED|BEICT|BVS
5191	06504	BME2102	2	1	REAL ANALYSIS I	NO	BAED	BAED|BED(P)|BEICT|BSCED|BSCEDU|SWSA
5192	06504	BME2103	2	1	LINEAR ALGEBRA II	NO	BAED|BEICT	BAED|BED(P)|BEICT|BSCED|BSCEDU
5193	06504	BME2108	2	1	DIFFERENTIAL EQUATIONS	NO	BAED|BEICT	BAED|BEICT
5194	06504	BME2109	2	1	PROBABILITY THEORY	NO	BAED|BEICT	BAED|BEICT
5195	06504	MGT2103B	2	1	PROJECT PLANNING AND MANAGEMENT	NO	BAED|BBA|BCOM|BEICT|BHRM|BIT|BPLM|BSAF|BSM|SWSA	|BAED|BBA|BBC|BBM|BCOM|BEICT|BEM|BES|BHRM|BMF|BPA|BPLM|BSAF|BSDE|BSM|DAF|DPE
5196	06504	BCU2201	2	2	GENERAL TEACHING - LEARNING METHODS	NO	BAED|BEICT|BVS	BADE|BAED|BEICT|BSCED|BSCEDU|BVS
5197	06504	BCU2204	2	2	PROFESSIONAL ETHICS	NO	BAED|BEICT|BVS	BAED|BEICT|BVS
5198	06504	BEC2205	2	2	ECONOMICS TEACHING METHODS	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5199	06504	BER2201	2	2	EDUCATIONAL RESEARCH METHODS	NO	NULL	BADE|BAED|BAED/A|BEICT|BSCED|BSCEDU
5200	06504	BME2205	2	2	COMPLEX VARIABLES	NO	BAED|BEICT	BAED|BEICT|BSCEDU
5201	06504	BME2206	2	2	NUMERICAL ANALYSIS I	NO	BAED|BEICT	BAED|BEICT
5202	06504	BME2207	2	2	ABSTRACT ALGEBRA I	NO	BAED|BEICT	BAED
5203	06504	BME2208	2	2	STATISTICAL INFERENCE 	NO	BAED|BEICT	BAED|BEICT
5204	06504	BME2209	2	2	MATHEMATICS TEACHING METHODS	NO	BAED|BEICT	BAED|BEICT
5205	06504	BSP2201	2	2	SCHOOL PRACTICE (6Weeks)	YES	BAED|BEICT|BVS	BADE|BAED|BED(ECD)|BEICT|BMC|BSCED|BVS
5206	06504	ECO2204	2	2	INDUSTRIAL ECONOMICS	NO	BAED	BAED|BEICT
72	06504	MPH5202	2	2	RESEARCH DISSERTATION	NO	MEMA	NULL
5207	06504	BEC3101	3	1	INTERMEDIATE MICRO-ECONOMICS	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
5208	06504	BEC3102	3	1	ECONOMIC POLICY AND PLANNING	NO	BAED|BEICT	BAED|BEICT|BSCED|BSCEDU
